-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  22.8199   Longitude 83.2828 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 630.4 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TOA_SW_DWN,2007,25.58,29.55,34.12,37.65,39.42,39.86,39.47,38.08,35.23,30.99,26.62,24.29,33.42
TOA_SW_DWN,2008,25.56,29.59,34.22,37.72,39.44,39.86,39.45,38.02,35.14,30.87,26.52,24.28,33.39
TOA_SW_DWN,2009,25.64,29.63,34.19,37.7,39.43,39.86,39.46,38.04,35.17,30.91,26.55,24.28,33.42
TOA_SW_DWN,2010,25.61,29.6,34.16,37.69,39.43,39.87,39.48,38.07,35.2,30.95,26.59,24.29,33.43
TOA_SW_DWN,2011,25.59,29.56,34.13,37.68,39.44,39.88,39.49,38.08,35.23,30.99,26.63,24.31,33.43
TOA_SW_DWN,2012,25.58,29.61,34.25,37.74,39.46,39.88,39.47,38.05,35.16,30.88,26.53,24.29,33.41
TOA_SW_DWN,2013,25.65,29.65,34.21,37.72,39.46,39.89,39.48,38.06,35.18,30.91,26.56,24.29,33.44
TOA_SW_DWN,2014,25.62,29.6,34.18,37.7,39.45,39.88,39.48,38.08,35.21,30.94,26.59,24.3,33.44
TOA_SW_DWN,2015,25.61,29.59,34.16,37.69,39.45,39.89,39.5,38.09,35.24,30.99,26.62,24.3,33.44
TOA_SW_DWN,2016,25.58,29.62,34.25,37.73,39.45,39.87,39.46,38.03,35.14,30.87,26.52,24.28,33.41
TOA_SW_DWN,2017,25.64,29.64,34.2,37.71,39.44,39.87,39.46,38.04,35.16,30.9,26.55,24.28,33.42
TOA_SW_DWN,2018,25.62,29.6,34.17,37.69,39.43,39.87,39.47,38.06,35.19,30.94,26.58,24.29,33.42
TOA_SW_DWN,2019,25.6,29.57,34.14,37.67,39.42,39.87,39.47,38.08,35.22,30.97,26.61,24.29,33.42
TOA_SW_DWN,2020,25.57,29.61,34.24,37.73,39.46,39.88,39.47,38.02,35.13,30.86,26.52,24.28,33.4
TOA_SW_DWN,2021,25.65,29.65,34.22,37.72,39.45,39.87,39.47,38.05,35.16,30.9,26.55,24.29,33.43
TOA_SW_DWN,2022,25.63,29.63,34.19,37.72,39.46,39.89,39.49,38.07,35.21,30.95,26.59,24.3,33.44
ALLSKY_SFC_UVA,1981,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1982,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1983,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1984,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1985,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1986,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1987,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1988,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1989,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1990,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1991,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1992,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1993,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1994,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1995,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1996,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1997,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1998,,,,,,,,,,,,,
ALLSKY_SFC_UVA,1999,,,,,,,,,,,,,
ALLSKY_SFC_UVA,2000,,,,,,,,,,,,,
ALLSKY_SFC_UVA,2001,9.72,11.63,12.83,15.19,16.23,10.7,9.11,11.56,11.96,11.5,9.88,9.6,11.66
ALLSKY_SFC_UVA,2002,9.41,11.55,13.87,16.38,16.09,13.09,11.73,10.21,11.65,12.18,10.62,9.38,12.18
ALLSKY_SFC_UVA,2003,9.77,11.35,13.91,15.84,15.99,13.7,12.06,10.62,9.63,10.47,10.82,9.29,11.95
ALLSKY_SFC_UVA,2004,9.8,12.25,14.09,16.52,16.21,12.77,11.26,10.38,11.91,12.16,10.41,8.76,12.2
ALLSKY_SFC_UVA,2005,8.38,12.72,13.12,14.96,16.77,13.71,10.73,10.52,11.5,10.77,10.69,9.1,11.9
ALLSKY_SFC_UVA,2006,10.59,12.54,12.97,15.66,15.36,13.56,9.28,9.77,11.83,12.41,9.39,8.76,11.83
ALLSKY_SFC_UVA,2007,9.3,11.2,13.76,15.45,15.52,13.24,10.79,10.12,10.59,12.24,9.85,9.1,11.77
ALLSKY_SFC_UVA,2008,9.16,10.7,13.21,16.16,16.06,10.56,10.45,10.68,11.98,12.02,9.67,8.18,11.57
ALLSKY_SFC_UVA,2009,9.26,12.34,12.53,16.66,15.75,14.39,10.06,10.84,11.84,11.79,9.46,8.72,11.95
ALLSKY_SFC_UVA,2010,9.59,11.5,13.54,16.67,15.54,13.87,11.8,11.79,12.02,11.05,9.11,8.48,12.08
ALLSKY_SFC_UVA,2011,9.9,11.06,13.8,14.13,15.74,11.34,11.33,9.98,9.98,11.84,9.63,8.18,11.41
ALLSKY_SFC_UVA,2012,7.88,11.79,13.73,15.66,16.05,12.67,9.36,10.12,11.3,11.82,9.13,9.15,11.55
ALLSKY_SFC_UVA,2013,8.79,10.89,13.07,15.34,15.75,11.8,10.88,10.37,11.08,9.23,10.05,8.87,11.34
ALLSKY_SFC_UVA,2014,8.67,10.7,13.27,15.38,15.97,13.26,10.41,10.27,11.43,10.8,9.97,8.48,11.55
ALLSKY_SFC_UVA,2015,8.81,11.16,12.67,14.38,15.34,12.35,10.44,11.23,12.09,11.34,9.52,7.12,11.37
ALLSKY_SFC_UVA,2016,8.66,9.31,11.88,15.6,15.78,14.16,9.91,10.48,10.55,11.84,9.85,8.88,11.41
ALLSKY_SFC_UVA,2017,9.1,11.8,13.49,15.88,15.75,12.48,9.34,10.88,10.83,10.95,9.89,8.84,11.59
ALLSKY_SFC_UVA,2018,10.3,11.45,12.79,14.66,15.32,12.7,9.73,9.73,11.03,12.12,9.77,7.73,11.44
ALLSKY_SFC_UVA,2019,8.88,11.27,12.98,14.78,16.04,13.62,10.52,10.09,9.76,9.89,9.34,7.56,11.22
ALLSKY_SFC_UVA,2020,8.73,10.26,12.14,14.77,15.77,10.55,11.07,10.03,11.14,11.33,9.63,8.17,11.13
ALLSKY_SFC_UVA,2021,8.34,11.05,12.12,13.55,13.81,10.88,10.04,10.68,10.84,11.23,8.68,7.62,10.73
ALLSKY_SFC_UVA,2022,8.38,11.48,13.37,14.39,14.98,12.35,11.76,10.4,10.91,11.05,9.59,8.56,11.43
ALLSKY_SFC_UVB,1981,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1982,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1983,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1984,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1985,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1986,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1987,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1988,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1989,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1990,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1991,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1992,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1993,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1994,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1995,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1996,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1997,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1998,,,,,,,,,,,,,
ALLSKY_SFC_UVB,1999,,,,,,,,,,,,,
ALLSKY_SFC_UVB,2000,,,,,,,,,,,,,
ALLSKY_SFC_UVB,2001,0.23,0.3,0.34,0.41,0.44,0.31,0.27,0.34,0.34,0.3,0.23,0.22,0.31
ALLSKY_SFC_UVB,2002,0.23,0.3,0.38,0.46,0.44,0.37,0.34,0.31,0.34,0.31,0.25,0.21,0.33
ALLSKY_SFC_UVB,2003,0.22,0.28,0.36,0.44,0.43,0.38,0.36,0.31,0.27,0.27,0.25,0.2,0.31
ALLSKY_SFC_UVB,2004,0.23,0.31,0.38,0.46,0.45,0.36,0.34,0.31,0.34,0.3,0.23,0.19,0.33
ALLSKY_SFC_UVB,2005,0.19,0.31,0.34,0.41,0.46,0.39,0.32,0.3,0.33,0.28,0.25,0.2,0.31
ALLSKY_SFC_UVB,2006,0.25,0.34,0.37,0.44,0.42,0.39,0.28,0.29,0.33,0.31,0.22,0.2,0.32
ALLSKY_SFC_UVB,2007,0.21,0.27,0.38,0.41,0.43,0.38,0.33,0.3,0.3,0.31,0.23,0.2,0.31
ALLSKY_SFC_UVB,2008,0.21,0.27,0.36,0.45,0.45,0.3,0.31,0.32,0.34,0.3,0.23,0.18,0.31
ALLSKY_SFC_UVB,2009,0.21,0.31,0.34,0.47,0.43,0.4,0.3,0.32,0.33,0.3,0.22,0.18,0.32
ALLSKY_SFC_UVB,2010,0.21,0.27,0.36,0.46,0.42,0.39,0.35,0.35,0.34,0.29,0.21,0.19,0.32
ALLSKY_SFC_UVB,2011,0.22,0.27,0.34,0.38,0.44,0.31,0.34,0.3,0.28,0.3,0.22,0.17,0.3
ALLSKY_SFC_UVB,2012,0.18,0.29,0.36,0.42,0.43,0.35,0.28,0.3,0.32,0.3,0.21,0.21,0.3
ALLSKY_SFC_UVB,2013,0.2,0.28,0.36,0.42,0.43,0.34,0.32,0.3,0.31,0.24,0.23,0.19,0.3
ALLSKY_SFC_UVB,2014,0.2,0.27,0.35,0.42,0.44,0.36,0.3,0.3,0.32,0.27,0.23,0.18,0.3
ALLSKY_SFC_UVB,2015,0.2,0.27,0.33,0.38,0.41,0.34,0.3,0.33,0.34,0.28,0.22,0.16,0.3
ALLSKY_SFC_UVB,2016,0.2,0.23,0.32,0.44,0.45,0.41,0.3,0.31,0.3,0.3,0.23,0.2,0.31
ALLSKY_SFC_UVB,2017,0.2,0.3,0.36,0.43,0.44,0.35,0.28,0.33,0.31,0.28,0.23,0.2,0.31
ALLSKY_SFC_UVB,2018,0.23,0.27,0.33,0.4,0.41,0.35,0.29,0.29,0.3,0.31,0.23,0.18,0.3
ALLSKY_SFC_UVB,2019,0.21,0.29,0.35,0.41,0.47,0.39,0.32,0.3,0.29,0.26,0.22,0.16,0.3
ALLSKY_SFC_UVB,2020,0.19,0.24,0.3,0.39,0.44,0.3,0.34,0.31,0.32,0.3,0.22,0.17,0.3
ALLSKY_SFC_UVB,2021,0.19,0.26,0.31,0.37,0.39,0.31,0.3,0.32,0.31,0.28,0.2,0.16,0.28
ALLSKY_SFC_UVB,2022,0.18,0.27,0.34,0.39,0.41,0.34,0.35,0.31,0.31,0.29,0.23,0.2,0.3
ALLSKY_SRF_ALB,1981,,,,,,,,,,,,,
ALLSKY_SRF_ALB,1982,,,,,,,,,,,,,
ALLSKY_SRF_ALB,1983,,,,,,,,,,,,,
ALLSKY_SRF_ALB,1984,0.1,0.12,0.11,0.16,0.13,0.14,0.18,0.19,0.14,0.12,0.06,0.06,0.12
ALLSKY_SRF_ALB,1985,0.12,0.11,0.12,0.13,0.13,0.14,0.16,0.18,0.12,0.12,0.12,0.12,0.13
ALLSKY_SRF_ALB,1986,0.11,0.12,0.12,0.13,0.13,0.14,0.16,0.15,0.12,0.12,0.12,0.12,0.13
ALLSKY_SRF_ALB,1987,0.12,0.12,0.15,0.16,0.15,0.16,0.2,0.17,0.13,0.12,0.11,0.12,0.14
ALLSKY_SRF_ALB,1988,0.13,0.13,0.13,0.16,0.16,0.16,0.16,0.19,0.13,0.12,0.12,0.14,0.15
ALLSKY_SRF_ALB,1989,0.13,0.13,0.15,0.16,0.16,0.16,0.16,0.19,0.16,0.14,0.13,0.1,0.15
ALLSKY_SRF_ALB,1990,0.11,0.12,0.13,0.15,0.15,0.17,0.21,0.16,0.16,0.12,0.11,0.12,0.14
ALLSKY_SRF_ALB,1991,0.11,0.14,0.13,0.13,0.16,0.14,0.16,0.19,0.12,0.09,0.1,0.12,0.13
ALLSKY_SRF_ALB,1992,0.13,0.15,0.17,0.17,0.17,0.17,0.17,0.19,0.15,0.14,0.12,0.12,0.16
ALLSKY_SRF_ALB,1993,0.13,0.16,0.15,0.15,0.16,0.15,0.17,0.16,0.15,0.14,0.12,0.11,0.14
ALLSKY_SRF_ALB,1994,0.12,0.14,0.13,0.14,0.15,0.14,0.17,0.16,0.12,0.13,0.11,0.12,0.14
ALLSKY_SRF_ALB,1995,0.12,0.14,0.14,0.15,0.15,0.15,0.2,0.2,0.19,0.17,0.16,0.16,0.16
ALLSKY_SRF_ALB,1996,0.15,0.14,0.16,0.18,0.18,0.17,0.19,0.22,0.18,0.19,0.16,0.16,0.17
ALLSKY_SRF_ALB,1997,0.16,0.16,0.18,0.19,0.19,0.18,0.23,0.2,0.19,0.19,0.16,0.16,0.18
ALLSKY_SRF_ALB,1998,0.15,0.15,0.16,0.16,0.17,0.18,0.2,0.22,0.2,0.2,0.18,0.18,0.18
ALLSKY_SRF_ALB,1999,0.16,0.16,0.17,0.19,0.21,0.2,0.18,0.25,0.21,0.17,0.17,0.16,0.19
ALLSKY_SRF_ALB,2000,0.16,0.17,0.19,0.2,0.21,0.23,0.2,0.21,0.2,0.2,0.19,0.19,0.2
ALLSKY_SRF_ALB,2001,0.16,0.16,0.16,0.17,0.16,0.18,0.14,0.16,0.12,0.13,0.12,0.14,0.15
ALLSKY_SRF_ALB,2002,0.14,0.15,0.16,0.16,0.16,0.16,0.14,0.16,0.12,0.12,0.14,0.14,0.15
ALLSKY_SRF_ALB,2003,0.15,0.14,0.16,0.16,0.16,0.16,0.14,0.15,0.12,0.13,0.14,0.13,0.15
ALLSKY_SRF_ALB,2004,0.13,0.13,0.15,0.16,0.17,0.16,0.15,0.16,0.12,0.13,0.14,0.13,0.15
ALLSKY_SRF_ALB,2005,0.14,0.13,0.15,0.16,0.16,0.16,0.14,0.16,0.12,0.13,0.14,0.14,0.15
ALLSKY_SRF_ALB,2006,0.15,0.16,0.15,0.16,0.16,0.17,0.15,0.15,0.12,0.12,0.12,0.14,0.15
ALLSKY_SRF_ALB,2007,0.14,0.13,0.15,0.15,0.15,0.18,0.15,0.15,0.12,0.14,0.13,0.12,0.14
ALLSKY_SRF_ALB,2008,0.14,0.12,0.14,0.15,0.15,0.17,0.15,0.15,0.12,0.13,0.12,0.12,0.14
ALLSKY_SRF_ALB,2009,0.12,0.14,0.15,0.16,0.15,0.16,0.14,0.15,0.12,0.14,0.12,0.12,0.14
ALLSKY_SRF_ALB,2010,0.13,0.13,0.15,0.16,0.16,0.16,0.15,0.16,0.12,0.14,0.12,0.12,0.14
ALLSKY_SRF_ALB,2011,0.12,0.13,0.15,0.14,0.14,0.16,0.14,0.16,0.12,0.12,0.12,0.13,0.14
ALLSKY_SRF_ALB,2012,0.12,0.12,0.14,0.15,0.15,0.15,0.15,0.16,0.12,0.12,0.12,0.12,0.13
ALLSKY_SRF_ALB,2013,0.12,0.12,0.14,0.14,0.16,0.16,0.16,0.16,0.12,0.12,0.12,0.12,0.13
ALLSKY_SRF_ALB,2014,0.12,0.12,0.13,0.14,0.15,0.15,0.14,0.15,0.12,0.11,0.12,0.13,0.13
ALLSKY_SRF_ALB,2015,0.12,0.12,0.14,0.14,0.14,0.16,0.14,0.15,0.12,0.12,0.12,0.12,0.13
ALLSKY_SRF_ALB,2016,0.12,0.12,0.14,0.14,0.14,0.16,0.15,0.15,0.12,0.13,0.12,0.12,0.13
ALLSKY_SRF_ALB,2017,0.12,0.12,0.13,0.15,0.14,0.15,0.15,0.15,0.12,0.12,0.12,0.12,0.13
ALLSKY_SRF_ALB,2018,0.13,0.12,0.13,0.14,0.14,0.15,0.14,0.16,0.11,0.12,0.12,0.12,0.13
ALLSKY_SRF_ALB,2019,0.12,0.12,0.12,0.14,0.15,0.16,0.15,0.15,0.12,0.11,0.12,0.11,0.13
ALLSKY_SRF_ALB,2020,0.11,0.12,0.12,0.13,0.13,0.16,0.14,0.15,0.12,0.12,0.12,0.12,0.12
ALLSKY_SRF_ALB,2021,0.12,0.12,0.12,0.14,0.13,0.16,0.14,0.15,0.12,0.12,0.11,0.11,0.12
ALLSKY_SRF_ALB,2022,0.1,0.11,0.12,0.13,0.13,0.16,0.13,0.15,0.12,0.13,0.11,0.12,0.12
ALLSKY_SFC_SW_DNI,1981,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1982,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1983,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1984,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1985,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1986,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1987,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1988,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1989,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1990,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1991,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1992,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1993,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1994,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1995,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1996,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1997,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1998,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,1999,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,2000,,,,,,,,,,,,,
ALLSKY_SFC_SW_DNI,2001,16.21,15.38,14.19,20.46,18.7,6.59,4.36,7.5,10.61,15.96,18.32,19.76,13.99
ALLSKY_SFC_SW_DNI,2002,15.55,17.36,17.17,22.97,18.43,11.04,7.81,5.67,10.76,18.66,21.97,18.75,15.48
ALLSKY_SFC_SW_DNI,2003,16.74,16.86,17.83,21.6,17.95,12.41,7.07,6.54,6.21,13.06,23.28,19.81,14.92
ALLSKY_SFC_SW_DNI,2004,18.88,21.5,19.88,23.59,18.9,10.93,6.19,6.25,11.24,18.68,22.08,16.74,16.2
ALLSKY_SFC_SW_DNI,2005,13.01,22.29,16.08,20.71,21.58,12.22,6.0,6.85,9.96,14.22,22.52,18.01,15.22
ALLSKY_SFC_SW_DNI,2006,20.28,19.62,15.73,22.77,16.81,11.01,4.25,5.71,10.8,20.14,16.93,16.49,15.01
ALLSKY_SFC_SW_DNI,2007,15.19,17.23,20.74,22.45,17.91,10.73,5.7,6.02,7.84,19.32,19.79,18.95,15.14
ALLSKY_SFC_SW_DNI,2008,17.67,18.89,17.87,24.0,18.92,7.08,5.12,6.19,11.82,18.3,17.34,17.06,15.0
ALLSKY_SFC_SW_DNI,2009,18.35,21.43,16.16,26.6,19.24,14.26,5.32,6.7,11.24,19.21,17.46,17.37,16.05
ALLSKY_SFC_SW_DNI,2010,19.0,17.02,18.61,25.12,17.18,12.94,6.82,6.83,11.36,14.74,15.93,16.75,15.16
ALLSKY_SFC_SW_DNI,2011,19.38,17.1,20.99,17.87,18.16,9.29,6.98,5.37,8.12,18.51,18.48,16.47,14.72
ALLSKY_SFC_SW_DNI,2012,12.72,19.77,18.3,21.09,20.04,11.4,4.64,5.83,10.26,18.12,16.62,18.02,14.71
ALLSKY_SFC_SW_DNI,2013,14.39,16.55,18.78,21.57,19.53,8.77,5.33,5.82,9.51,9.37,19.51,18.05,13.9
ALLSKY_SFC_SW_DNI,2014,14.15,17.42,18.34,21.55,19.77,12.27,6.19,6.17,10.61,14.64,18.78,14.95,14.53
ALLSKY_SFC_SW_DNI,2015,14.4,16.49,17.03,18.03,18.3,9.64,6.17,7.2,11.69,16.87,16.77,11.5,13.65
ALLSKY_SFC_SW_DNI,2016,14.52,11.9,14.54,22.48,17.85,11.86,4.92,6.64,7.57,17.64,19.18,16.8,13.82
ALLSKY_SFC_SW_DNI,2017,15.39,22.81,21.75,23.46,19.11,10.23,4.74,6.02,8.88,13.33,18.5,19.43,15.24
ALLSKY_SFC_SW_DNI,2018,23.05,19.4,20.52,19.08,17.04,11.15,4.8,5.51,10.05,18.57,17.61,15.41,15.16
ALLSKY_SFC_SW_DNI,2019,17.56,19.78,19.18,19.09,18.89,12.22,6.52,5.85,7.16,10.03,16.23,13.98,13.83
ALLSKY_SFC_SW_DNI,2020,16.52,18.4,15.44,19.2,18.93,7.32,5.92,5.98,8.71,14.03,17.89,17.21,13.78
ALLSKY_SFC_SW_DNI,2021,15.03,19.9,18.14,15.78,14.2,8.07,5.93,6.05,8.15,14.42,13.08,13.92,12.68
ALLSKY_SFC_SW_DNI,2022,14.62,20.75,21.79,18.02,15.43,9.26,7.39,6.72,7.76,14.29,17.99,17.48,14.25
ALLSKY_SFC_SW_DWN,1981,,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN,1982,,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN,1983,,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN,1984,13.01,16.5,20.3,22.52,25.74,15.99,11.09,13.19,17.1,15.95,17.29,15.29,16.99
ALLSKY_SFC_SW_DWN,1985,14.19,19.29,22.13,24.74,25.69,23.13,15.13,13.92,16.58,17.45,17.37,15.45,18.73
ALLSKY_SFC_SW_DWN,1986,16.21,15.97,22.68,25.68,25.66,18.9,16.09,15.88,18.13,19.05,16.04,13.74,18.68
ALLSKY_SFC_SW_DWN,1987,15.52,18.26,21.05,24.16,23.23,22.3,15.03,14.81,13.24,17.53,13.98,15.27,17.86
ALLSKY_SFC_SW_DWN,1988,15.95,18.07,20.79,22.05,24.29,18.45,15.07,14.0,16.83,18.2,17.03,15.37,18.0
ALLSKY_SFC_SW_DWN,1989,16.34,19.64,19.49,24.49,24.29,19.16,16.26,15.88,15.66,19.23,17.03,14.68,18.5
ALLSKY_SFC_SW_DWN,1990,17.02,18.04,20.31,24.0,22.42,17.61,13.16,16.23,14.22,16.89,15.79,14.77,17.53
ALLSKY_SFC_SW_DWN,1991,15.46,19.23,21.22,24.36,25.27,20.89,14.67,11.36,16.25,18.14,15.08,14.36,18.0
ALLSKY_SFC_SW_DWN,1992,16.75,19.2,20.76,23.89,24.49,22.06,17.65,15.4,17.23,18.25,15.57,15.61,18.89
ALLSKY_SFC_SW_DWN,1993,16.45,18.68,20.54,22.43,24.54,20.07,17.2,14.23,12.95,17.79,16.35,15.1,18.02
ALLSKY_SFC_SW_DWN,1994,15.69,18.36,22.2,21.46,25.81,14.68,13.49,13.78,16.46,16.99,15.97,15.28,17.51
ALLSKY_SFC_SW_DWN,1995,14.66,19.08,18.86,23.48,21.96,20.56,16.08,14.65,16.61,17.59,15.19,14.28,17.72
ALLSKY_SFC_SW_DWN,1996,14.1,18.06,20.68,20.76,24.38,18.73,16.57,13.81,16.95,17.42,15.86,14.01,17.6
ALLSKY_SFC_SW_DWN,1997,14.94,18.49,19.39,21.26,24.02,19.63,14.43,13.82,16.05,16.22,14.22,11.26,16.96
ALLSKY_SFC_SW_DWN,1998,12.94,18.14,19.46,22.29,24.71,20.69,16.33,14.53,15.9,15.34,14.02,15.7,17.49
ALLSKY_SFC_SW_DWN,1999,17.15,19.44,21.46,24.13,23.15,16.55,14.89,13.42,14.26,16.53,16.7,15.72,17.77
ALLSKY_SFC_SW_DWN,2000,16.81,17.15,21.58,24.63,23.83,18.05,15.5,17.23,14.14,18.85,16.87,15.81,18.38
ALLSKY_SFC_SW_DWN,2001,16.3,19.15,20.37,23.07,23.9,14.46,11.5,15.61,17.23,17.3,16.12,16.04,17.57
ALLSKY_SFC_SW_DWN,2002,15.6,18.14,21.82,24.96,24.28,18.85,16.97,13.29,16.57,18.87,17.34,15.59,18.52
ALLSKY_SFC_SW_DWN,2003,16.27,17.61,21.63,23.87,24.56,19.68,15.78,13.83,12.7,15.19,17.7,15.36,17.84
ALLSKY_SFC_SW_DWN,2004,15.98,19.78,22.29,24.8,24.04,18.33,15.23,13.6,16.89,18.67,17.38,15.0,18.48
ALLSKY_SFC_SW_DWN,2005,13.84,19.83,20.59,23.46,25.05,20.13,14.06,14.51,16.01,16.33,17.69,15.31,18.04
ALLSKY_SFC_SW_DWN,2006,17.38,20.18,20.0,23.91,22.77,19.14,11.77,12.67,16.79,19.26,15.26,14.99,17.81
ALLSKY_SFC_SW_DWN,2007,15.73,18.03,21.74,23.8,23.1,18.67,14.44,13.64,14.54,19.09,16.41,15.36,17.87
ALLSKY_SFC_SW_DWN,2008,15.28,17.7,20.86,24.96,24.04,14.63,14.05,14.39,17.31,18.75,16.0,14.55,17.71
ALLSKY_SFC_SW_DWN,2009,15.72,20.07,20.63,25.94,23.86,21.69,13.17,14.95,17.26,18.3,15.27,14.74,18.44
ALLSKY_SFC_SW_DWN,2010,16.25,18.31,21.79,25.88,23.23,20.45,15.73,15.83,17.01,16.78,14.54,14.15,18.32
ALLSKY_SFC_SW_DWN,2011,16.61,17.91,22.14,21.78,23.54,16.33,15.57,13.25,13.74,18.74,16.44,14.47,17.55
ALLSKY_SFC_SW_DWN,2012,13.04,19.06,22.51,23.97,24.9,18.7,12.22,13.32,15.78,18.55,15.08,15.25,17.68
ALLSKY_SFC_SW_DWN,2013,14.93,17.42,21.07,23.66,24.34,16.93,14.07,13.72,15.88,13.33,16.76,15.24,17.27
ALLSKY_SFC_SW_DWN,2014,14.69,17.29,20.58,23.97,23.77,19.59,14.27,14.05,16.04,16.79,16.76,14.38,17.67
ALLSKY_SFC_SW_DWN,2015,14.83,18.39,20.02,22.11,23.66,17.89,14.51,15.33,17.69,18.17,15.91,12.4,17.56
ALLSKY_SFC_SW_DWN,2016,14.95,15.92,19.61,24.45,23.59,20.31,12.91,13.88,14.25,18.4,16.68,15.2,17.5
