-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,,
Dates (month/day/year): 02/01/1981 through 12/31/2023 ,,,,,,,,,,,,
Location: Latitude  22.8199   Longitude 83.2828 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 630.4 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,,,,
TS                    MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,,
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) ,,,,,,,,,,,,
QV2M                  MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,DOY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,QV2M,RH2M,PRECTOTCORR
1997,18-12-1997,14.38,10.23,12.3,13.56,13.28,21.32,8.04,359.1,8.3,78.06,0.01
1997,19-12-1997,15.62,12.84,14.23,14.47,8.47,20.71,12.24,351.8,9.89,84.12,0
1997,20-12-1997,14.14,12.2,13.17,13.98,10.66,20.16,9.51,351.9,9.4,88.44,0
1997,21-12-1997,12.69,10.33,11.51,12.4,10.22,18.64,8.41,335.5,8.3,85.69,0
1997,22-12-1997,11.66,8.49,10.08,11.54,13.56,18.96,5.4,331.7,7.32,81.5,0
1997,23-12-1997,13.1,9.9,11.5,12.36,6.66,17.05,10.38,364.1,8.12,81.31,0
1997,24-12-1997,13.36,10.05,11.71,13.24,12.52,20.73,8.2,366,8.24,81.94,0
1997,25-12-1997,14.18,10.3,12.24,13.62,11.66,21.25,9.59,352.6,8.36,78.5,0.14
1997,26-12-1997,15,11.47,13.23,14.7,12.28,21.83,9.55,366.2,9.09,80.69,0.09
1997,27-12-1997,15.9,13.44,14.67,15.71,10.64,21.62,10.99,385.1,10.31,86.12,0.36
1997,28-12-1997,15.15,14.24,14.7,15.04,5.51,17.66,12.15,395.2,10.8,94.31,6.12
1997,29-12-1997,15.96,13.51,14.73,16.2,11.19,22.08,10.9,389.9,10.31,86.5,0.5
1997,30-12-1997,17.03,15.55,16.29,17.06,8.7,22.22,13.53,391.8,11.72,91.44,4.18
1997,31-12-1997,14.94,12.76,13.85,15.12,9.18,20.26,11.08,376.4,9.77,87.62,0.31
1998,01-01-1998,14.08,11.04,12.56,14.23,12.84,21.55,8.71,369.6,8.79,83.44,0
1998,02-01-1998,13.96,10.9,12.43,14.13,11.68,21.08,9.4,343.8,8.73,82.94,0
1998,03-01-1998,11.03,4.41,7.73,10.21,11.98,18.13,6.15,325.1,5.55,66.12,0
1998,04-01-1998,9.72,2.28,6,8.14,13.85,17.15,3.3,329.3,4.82,61.38,0
1998,05-01-1998,11.61,4.8,8.21,10.25,15.23,19.91,4.69,319.9,5.8,64.94,0
1998,06-01-1998,13.23,7.73,10.48,11.91,12.36,20.33,7.97,325.5,7.08,70.25,0
1998,07-01-1998,15.25,9.47,12.36,13.61,11.29,20.98,9.69,357.5,8,68.75,0
1998,08-01-1998,16.51,11.69,14.1,14.98,9.82,21.85,12.03,329.4,9.16,73.62,0
1998,09-01-1998,17.19,13.37,15.27,15.91,9.43,22.74,13.31,349.9,10.19,79.12,0
1998,10-01-1998,15.08,11.24,13.16,14.27,10.83,21.11,10.28,359.8,8.85,79.19,0
1998,11-01-1998,15.36,7.54,11.44,13.51,11.82,21.88,10.05,349.6,6.9,61.19,0
1998,12-01-1998,16.11,9.4,12.76,14.2,13.08,23.32,10.24,332,8,65.38,0
1998,13-01-1998,17.48,11.91,14.69,15.71,11.69,23.94,12.26,348.8,9.34,70.75,0
1998,14-01-1998,15.17,9.07,12.12,14.1,13.3,22.28,8.98,337.3,7.63,70.06,0
1998,15-01-1998,15.41,8.52,11.97,14.1,14.32,22.69,8.37,337.9,7.45,65.38,0
1998,16-01-1998,16.51,10.8,13.65,14.9,11.55,23.26,11.69,350.6,8.67,70.12,0
1998,17-01-1998,16,10.59,13.3,15.38,13.73,23.08,9.34,361.6,8.61,71.88,1.57
1998,18-01-1998,13.86,8.08,10.97,13.7,11.95,20.62,8.67,369.3,7.2,70.31,5.31
1998,19-01-1998,12.51,4.83,8.67,12.2,13.83,20.16,6.33,367,5.8,61.81,0.62
1998,20-01-1998,14.01,7.98,10.99,13.86,14.7,22.06,7.35,376.4,7.32,69.44,15.54
1998,21-01-1998,13.3,8.72,11.01,13.16,14.26,20.31,6.05,370.7,7.57,76.38,2.81
1998,22-01-1998,11.05,1.32,6.19,9.79,16.31,19.17,2.86,319.4,4.46,54.19,0.04
1998,23-01-1998,12.19,4.78,8.48,11.51,14.91,19.98,5.08,339.7,5.8,62.94,0
1998,24-01-1998,14.58,7.68,11.13,14,13.2,21.59,8.39,386.9,7.02,65,1.32
1998,25-01-1998,14.51,11.38,12.94,14.09,7.89,19,11.12,378.4,8.97,81.94,14.41
1998,26-01-1998,15.75,14.23,14.99,15.62,9.78,21.29,11.51,395.8,10.8,91.12,21.85
1998,27-01-1998,16.15,14.78,15.47,16.37,8.77,21.08,12.3,394.9,11.17,91.94,5.65
1998,28-01-1998,16.76,15.62,16.19,16.37,7.58,20.83,13.25,399.1,11.78,93.19,16.12
1998,29-01-1998,17.68,15.92,16.8,17.72,7.89,22.4,14.51,390.9,11.96,89.94,12.35
1998,30-01-1998,15.49,11.12,13.3,15.21,12.46,22.01,9.55,347,8.73,77.06,0
1998,31-01-1998,16.19,11.42,13.81,15.68,12.73,23.06,10.34,345.3,8.97,74.69,0
1998,01-02-1998,16.41,9.9,13.15,15.65,10.94,23.05,12.12,343.9,8.12,67.06,0
1998,02-02-1998,18.01,10.23,14.12,16.09,12.25,24.52,12.26,350.9,8.36,61.31,0.01
1998,03-02-1998,18.78,13.96,16.37,17.47,9.1,23.67,14.57,363,10.62,73.94,1.33
1998,04-02-1998,15.68,9.73,12.7,14.98,11.04,21.9,10.87,342.4,8,70,0
1998,05-02-1998,15.15,6.33,10.74,13.47,13.65,22.26,8.61,338.3,6.41,57.06,0
1998,06-02-1998,16.23,9.2,12.72,15.05,10.94,22.53,11.58,373.9,7.87,64.62,0.83
1998,07-02-1998,15.57,11.33,13.45,15.62,10.8,21.82,11.03,375.9,8.91,77.75,1.93
1998,08-02-1998,14.26,6.56,10.41,13.47,12.96,21.33,8.37,330.2,6.41,62.56,0
1998,09-02-1998,14.87,4.23,9.55,12.9,13.16,21.75,8.58,330.5,5.49,50.69,0
1998,10-02-1998,15,4.05,9.52,13.11,13.45,22.69,9.25,334,5.49,49.75,0
1998,11-02-1998,16.17,5.16,10.66,13.93,13.27,23.51,10.25,328.8,5.92,49.56,0
1998,12-02-1998,16.46,6.19,11.33,14.51,13.62,24.12,10.51,331.1,6.35,52.31,0
1998,13-02-1998,17.25,6.87,12.06,15.33,13.66,24.3,10.64,340,6.59,52.25,0
1998,14-02-1998,18.01,7.46,12.74,15.76,13.02,24.92,11.9,334.7,6.9,51.38,0
1998,15-02-1998,19.14,8.9,14.02,17.02,13.09,26.63,13.54,385.4,7.63,53.19,0
1998,16-02-1998,19.74,11.06,15.4,18.32,13.1,26.67,13.57,375.7,8.85,58.94,0.01
1998,17-02-1998,21.23,13.29,17.26,19.87,9.59,26.24,16.65,366.2,10.19,61.25,0.3
1998,18-02-1998,20.16,13.19,16.68,19.67,11.58,26.06,14.48,368.3,10.13,66.19,0.9
1998,19-02-1998,18.09,9.3,13.69,17.19,13.54,25.04,11.51,345.5,7.81,59.12,0.23
1998,20-02-1998,17.87,8.94,13.4,17.31,14.63,25.36,10.73,343.5,7.57,58.62,0
1998,21-02-1998,18.46,9.81,14.14,17.67,14.44,25.58,11.13,357.7,8.12,59.06,0
1998,22-02-1998,18.6,11.62,15.12,18.44,13.26,25.44,12.18,387.5,9.09,65.81,0.06
1998,23-02-1998,18.55,13.78,16.17,18.8,13.51,25.37,11.87,370.4,10.5,75.81,0.01
1998,24-02-1998,20.78,16.5,18.64,21.08,12.68,27.23,14.55,379.4,12.57,77.81,0.65
1998,25-02-1998,21.96,17.44,19.7,22.25,10,27.47,17.47,395.8,13.31,77.44,1.39
1998,26-02-1998,19.08,12.31,15.69,18.68,11.28,25.08,13.8,375.4,9.64,68.06,0.13
1998,27-02-1998,16.78,5.98,11.38,16.56,14.88,24.18,9.3,339.7,6.23,53,0.22
1998,28-02-1998,17.76,5.55,11.65,17.14,15.5,26.31,10.81,346.3,6.1,47.94,0
1998,01-03-1998,17.08,4.88,10.98,16.66,16.36,25.95,9.6,356.5,5.8,47.88,0
1998,02-03-1998,17.05,3.36,10.21,16.29,17.86,26.22,8.36,333.6,5.19,43.69,0
1998,03-03-1998,19.12,2.32,10.73,17.11,17.09,27.41,10.33,336,4.82,35.56,0
1998,04-03-1998,20.81,5.15,12.98,19.08,15.23,29.39,14.17,342.9,6.04,38.44,0
1998,05-03-1998,21.56,9.2,15.38,21.01,16.47,29.85,13.38,394.4,7.81,47.81,0.08
1998,06-03-1998,21.9,14.07,17.98,22.15,10.5,28.19,17.69,409.6,10.8,63,1.28
1998,07-03-1998,18.99,11.28,15.14,19.62,13.54,26.48,12.94,365.6,8.97,64.12,1.2
1998,08-03-1998,17.36,2.21,9.78,17.37,18.97,27.36,8.38,331.9,4.82,41.75,0
1998,09-03-1998,20.01,1.64,10.83,18.88,16.42,28.95,12.53,335.7,4.7,32.5,0
1998,10-03-1998,22.4,4.66,13.54,20.52,14.69,30.55,15.85,341,5.8,33.12,0
1998,11-03-1998,23.24,7.83,15.54,22.6,16.47,32.07,15.6,349.1,7.14,40.44,0.01
1998,12-03-1998,22.9,12.9,17.9,23.12,14.91,30.17,15.26,375.9,10.13,55.5,3.53
1998,13-03-1998,21.66,10.19,15.92,21.37,12.19,28.29,16.09,389.9,8.61,54.06,3.87
1998,14-03-1998,19.19,5.62,12.4,19.61,15.93,27.79,11.86,345.8,6.04,44.06,0
1998,15-03-1998,19.84,5.23,12.53,20.23,18.19,29.42,11.23,359.4,5.92,42.19,0
1998,16-03-1998,22.3,8.48,15.39,22.66,17.7,31.61,13.91,403.6,7.57,44.62,1.77
1998,17-03-1998,20.47,11.19,15.83,20.98,10.3,26.94,16.65,418,8.91,57.75,14.93
1998,18-03-1998,20.4,13.53,16.97,20.09,11.65,27.34,15.7,397.8,10.31,67.06,0.38
1998,19-03-1998,21.68,10.9,16.29,21.69,15.48,29.61,14.12,375.2,8.67,54.56,0
1998,20-03-1998,23.9,9.13,16.51,22.91,13.91,32.28,18.37,374.4,7.75,41.31,0
1998,21-03-1998,24.25,10.23,17.24,24.12,16.28,32.62,16.33,382.3,8.36,44,0
1998,22-03-1998,26.42,11.8,19.11,25.5,17.16,35.55,18.39,387.4,9.28,43,0
1998,23-03-1998,27.08,12.76,19.92,26.15,14.27,35.01,20.75,389.8,9.89,43.38,1.71
1998,24-03-1998,25.44,8.13,16.79,25.47,17.15,33.79,16.63,373.7,7.63,37.12,0.17
1998,25-03-1998,19.9,-1.03,9.43,20.27,18.55,29.62,11.06,362.2,3.91,29.69,0.09
1998,26-03-1998,20.64,-2.02,9.3,20.09,17.99,30.02,12.03,359.7,3.6,25.38,0
1998,27-03-1998,21.83,-0.97,10.43,21.43,17.75,31.69,13.94,361.5,3.91,25.25,0
1998,28-03-1998,22.81,2.22,12.51,23.12,20.05,33.63,13.58,367.4,4.88,29.69,0
1998,29-03-1998,22,9.72,15.86,22.23,16.17,30.77,14.59,389.6,8.36,49,4.88
1998,30-03-1998,21.3,13.41,17.36,22.37,14.52,29.69,15.17,414,10.31,65.31,5.02
1998,31-03-1998,22.48,10.06,16.26,23.69,16.9,31.51,14.62,390.8,8.24,50.56,0
1998,01-04-1998,23.23,10.07,16.65,24.48,16.45,31.67,15.23,375.4,8.18,46.75,0
1998,02-04-1998,24.12,9.67,16.9,25.08,16.62,32.56,15.94,382.6,8,43.44,0
1998,03-04-1998,25.37,11.5,18.44,26.2,17.73,34.55,16.82,391.2,9.09,46.31,0.04
1998,04-04-1998,26.51,14.19,20.35,27.58,17.15,35.2,18.05,421.2,10.86,50.69,0.16
1998,05-04-1998,27.19,10.91,19.05,27.82,15.3,35.93,20.62,382.2,8.85,40.88,0.04
1998,06-04-1998,27.32,8.96,18.14,27.78,18.62,37.08,18.46,380.6,7.69,34.69,0.11
1998,07-04-1998,27.94,9.33,18.63,28.07,16.35,37.37,21.01,373.3,7.87,34.88,0.72
1998,08-04-1998,29.17,9.68,19.43,28.82,14.6,36.82,22.22,411,8.18,31.94,0.34
1998,09-04-1998,29.12,14.4,21.76,29.77,14.59,36.45,21.87,408.6,10.99,43.12,1.24
1998,10-04-1998,29.57,9.44,19.51,30.11,15.75,37.92,22.17,395.7,8.18,33.25,0.01
1998,11-04-1998,29.14,7.66,18.4,29.55,18.59,38.53,19.94,381,7.08,29.38,0
1998,12-04-1998,28.44,5.81,17.12,29.19,18.86,38.42,19.56,384.8,6.29,27.88,0
1998,13-04-1998,27.98,5.84,16.91,29.06,16.87,36.36,19.5,397,6.29,27.12,0
1998,14-04-1998,29.58,9.77,19.68,30.43,14.72,37.69,22.97,412.8,8.3,31.69,1.33
1998,15-04-1998,31.03,15.62,23.33,31.76,13.11,37.9,24.8,441,11.96,42.06,2.77
1998,16-04-1998,28.87,15.2,22.04,30.11,12.54,36.53,23.99,438.1,11.66,46.69,0.76
1998,17-04-1998,29.58,14.25,21.92,31.08,14.34,37.14,22.8,418.2,10.99,43.06,0.01
1998,18-04-1998,29.23,6.08,17.65,29.94,17.45,38.37,20.91,399.8,6.53,28.12,0
1998,19-04-1998,30.53,3.14,16.83,30.37,17.03,39.55,22.52,368.6,5.31,20.31,0
1998,20-04-1998,31.9,5.12,18.51,31.33,17.73,40.33,22.6,365.2,5.98,21.56,0
1998,21-04-1998,31.43,6.4,18.92,31.95,18.5,40.9,22.4,381.9,6.53,23.81,0
1998,22-04-1998,30.97,6.55,18.76,32.15,17.03,39.94,22.9,391.5,6.59,25,0
1998,23-04-1998,31.37,7.55,19.47,32.4,18.08,40.17,22.08,409.5,7.02,24.69,0
1998,24-04-1998,32.12,8.65,20.39,32.82,13.22,39.23,26.01,409.9,7.57,25.44,0.8
1998,25-04-1998,32.23,10.54,21.38,32.59,12.7,39.13,26.43,429.5,8.61,28.31,1.36
1998,26-04-1998,30.63,15.26,22.94,30.98,13.91,37,23.08,420.6,11.72,41.75,7.69
1998,27-04-1998,31.3,14.41,22.86,32.12,13.16,38.35,25.19,424.3,11.05,38.38,0.51
1998,28-04-1998,30.9,12.41,21.65,32.07,13.18,38.44,25.26,436.5,9.7,34.94,0.12
1998,29-04-1998,31.15,11.37,21.26,32.66,15.25,38.91,23.65,407.6,9.16,33.12,0
1998,30-04-1998,31.75,9.77,20.76,33.2,17.2,40.34,23.13,408.8,8.12,28.44,0
1998,01-05-1998,32.9,9.65,21.27,34.43,17.03,41.48,24.44,419.4,8.06,26.88,0
1998,02-05-1998,32.87,6.37,19.62,34.59,17.39,41.94,24.54,413.9,6.41,21.31,0
1998,03-05-1998,33.37,5.49,19.44,35.1,18.45,42.62,24.16,402.7,6.04,19.75,0
1998,04-05-1998,33.41,7.44,20.43,34.88,17.59,42.23,24.65,404.5,6.96,22.19,0.68
1998,05-05-1998,33.18,7.95,20.57,34.72,16.46,41.59,25.13,412.1,7.14,22.94,0
1998,06-05-1998,33.8,9.29,21.55,36,18.06,42.31,24.25,408.3,8,25.56,0.7
1998,07-05-1998,33.55,10.22,21.89,34.37,16.48,41.48,25,414.9,8.48,26.81,3.84
1998,08-05-1998,32.77,12.42,22.59,33.55,15.62,41.24,25.62,418.3,10.07,32.88,6.77
1998,09-05-1998,30.42,18.19,24.31,31.66,13.02,36.93,23.9,440.1,14.1,51.5,2.86
1998,10-05-1998,28.79,18.98,23.88,29.65,8.74,33.9,25.15,435.8,14.71,56.5,7.78
1998,11-05-1998,29.44,16.44,22.94,31.26,14.06,36.85,22.79,428.6,12.7,50.25,0.06
1998,12-05-1998,29.44,12.08,20.76,31.51,16.09,37.36,21.26,396,9.46,37.88,0
1998,13-05-1998,30.58,9.69,20.14,32.69,17.4,39.22,21.82,391.7,8.12,31.19,0
1998,14-05-1998,32.01,10.47,21.24,33.62,17.57,40.51,22.93,399,8.61,30.12,0.02
1998,15-05-1998,33.79,7.75,20.77,34.37,13.7,41.67,27.97,438.5,7.14,22,0.01
1998,16-05-1998,33.32,8.79,21.05,34.83,18.22,42.08,23.86,406.7,7.69,24.69,0
1998,17-05-1998,32.8,10.93,21.87,35.4,18.45,41.89,23.44,416.9,9.09,31.44,0
1998,18-05-1998,31.58,16.64,24.12,34.55,13.7,38.83,25.14,414.4,12.82,44.12,0.11
1998,19-05-1998,31.98,13.62,22.8,34.18,16.73,40.13,23.4,396.3,10.62,37.06,0.38
1998,20-05-1998,34.54,9.65,22.09,35.48,15.31,42.81,27.5,405.4,8.12,23.94,0.02
1998,21-05-1998,34.33,4.57,19.45,35.58,17.28,43.69,26.41,405.9,5.8,17.88,0
1998,22-05-1998,35.31,1.55,18.43,35.76,17.83,44.8,26.98,412.5,4.58,13.44,0
1998,23-05-1998,35.61,2.83,19.22,36.8,18.59,44.93,26.33,440.9,5,13.69,0
1998,24-05-1998,35.23,1.01,18.12,35.88,16.89,44.23,27.33,397.6,4.39,12.31,0
1998,25-05-1998,34.88,6.91,20.9,36.67,18.12,43.89,25.76,409.9,6.84,19.38,0.17
1998,26-05-1998,35.4,12.7,24.05,37.5,19.95,45.4,25.44,461.9,10.44,32.56,1.25
1998,27-05-1998,35.68,11.08,23.38,37.48,19.37,45.51,26.15,433.1,9.46,28.75,0
1998,28-05-1998,36.13,11.25,23.69,37.84,17.74,44.92,27.18,419.2,9.16,26.19,0
1998,29-05-1998,36.05,9.5,22.78,37.56,14.34,43.53,29.2,429.8,8,21.44,0.09
1998,30-05-1998,36.27,8.33,22.3,38.05,15.45,44.33,28.88,418.3,7.39,19.12,0
1998,31-05-1998,35.76,3.51,19.63,37.67,16.2,43.8,27.6,389.6,5.31,14.56,0
1998,01-06-1998,36.15,4.02,20.08,37.95,18.49,44.65,26.16,393.1,5.68,14,0
1998,02-06-1998,36.84,6.17,21.51,38.74,16.65,44.89,28.24,420.4,6.35,16.12,0
1998,03-06-1998,35.77,3.8,19.79,37.37,15.97,43.94,27.97,433.5,5.37,14.38,0
1998,04-06-1998,35.54,7.73,21.64,37.27,14.59,42.68,28.08,453.2,7.14,18.5,0.48
1998,05-06-1998,36,7.99,21.99,38.27,13.43,42.91,29.48,441.9,7.2,18.81,0.35
1998,06-06-1998,35.72,12.3,24.01,38.63,13.82,42.3,28.48,431.5,9.7,25.94,0.86
1998,07-06-1998,36.12,13.3,24.71,38.94,12.26,42.28,30.02,435.7,10.44,27.5,0.19
1998,08-06-1998,35.58,13.62,24.61,37.23,9.4,40.92,31.53,441,10.5,27.31,0.02
1998,09-06-1998,35.72,14.65,25.19,38.08,14.12,42.62,28.51,424.5,11.23,29.94,2.57
1998,10-06-1998,36.12,15.62,25.87,38.67,11.73,42.22,30.49,439.7,12.02,31.38,0.01
1998,11-06-1998,33.92,15.83,24.88,36.38,9.48,38.5,29.02,432.9,12.08,34.31,0
1998,12-06-1998,33.42,16.19,24.8,35.37,8.8,37.55,28.74,432.9,12.39,36.12,0
1998,13-06-1998,34.25,13.43,23.84,36.44,11.97,40.36,28.39,422.9,10.44,30.12,0.32
1998,14-06-1998,29.09,20.33,24.72,30.52,10.54,36.22,25.68,407.4,16.24,62.25,13.81
1998,15-06-1998,27.51,22.45,24.98,28.51,7.98,32.29,24.3,428.7,18.37,75.5,11.05
1998,16-06-1998,28.19,21.55,24.87,29.76,9.02,33.38,24.36,417.4,17.4,69.75,5.84
1998,17-06-1998,29.03,21.27,25.15,30.69,10.02,34.51,24.49,435.1,17.09,65,2.34
1998,18-06-1998,28.68,21.86,25.27,30,7.98,32.94,24.96,441,17.7,67.56,0.94
1998,19-06-1998,29.11,22.35,25.73,30.61,9.03,34.32,25.3,444.5,18.25,68.25,4.36
1998,20-06-1998,28.84,22.27,25.56,30.28,8.71,33.4,24.69,425.5,18.19,69.31,1.42
1998,21-06-1998,30.07,20.66,25.37,30.58,9.52,34.9,25.38,429.7,16.6,60.25,1.38
1998,22-06-1998,30.39,19.98,25.18,31.03,12.02,36.72,24.7,431,15.87,56.88,5.51
1998,23-06-1998,30.2,21.15,25.68,30.77,10.78,35.81,25.02,415.8,17.09,60.94,8.4
1998,24-06-1998,29.48,22.83,26.15,29.83,7.32,32.9,25.58,420.6,18.86,68.88,25.07
1998,25-06-1998,28.58,23.36,25.97,29.21,8.38,33.23,24.86,415.2,19.47,75.06,16.73
1998,26-06-1998,28.15,23.69,25.92,28.48,6.66,31.9,25.25,403.7,19.9,78.06,13.31
1998,27-06-1998,28.15,23.54,25.84,28.73,7.55,32.18,24.62,392.7,19.65,77.25,10.83
1998,28-06-1998,26.61,23.33,24.97,27.03,4.72,29.35,24.63,397.2,19.41,82.75,5.23
1998,29-06-1998,27.27,23.57,25.42,28.01,7.5,31.64,24.14,412.4,19.71,81.31,11.41
1998,30-06-1998,27.1,23.77,25.44,27.45,5.44,29.84,24.4,414.2,19.96,82.56,15.45
1998,01-07-1998,27.26,24.94,26.09,27.4,6.04,30.8,24.76,424.5,21.48,87.62,6.76
1998,02-07-1998,27.08,24.12,25.6,27.65,6.73,30.87,24.15,419.1,20.39,84.5,7.25
1998,03-07-1998,27.48,24.45,25.97,28.05,7.26,32.09,24.83,411.5,20.81,84.5,6.93
1998,04-07-1998,26.79,24.03,25.41,27.48,6.4,30.27,23.87,401.2,20.26,85.56,20.49
1998,05-07-1998,25.33,23.51,24.42,25.34,4.14,27.73,23.59,400.5,19.65,90,45.1
1998,06-07-1998,24.06,22.42,23.24,24.14,2.7,25.35,22.65,407.2,18.37,90.62,9.88
1998,07-07-1998,25.57,22.78,24.18,25.78,7.57,30.01,22.44,407.1,18.74,85.19,1.62
1998,08-07-1998,25.99,23.3,24.64,26.52,7.45,30.2,22.76,420.2,19.41,85.75,18.78
1998,09-07-1998,26.73,24.06,25.4,27.19,6.89,30.62,23.74,404,20.32,86.06,19.89
1998,10-07-1998,25.33,23.87,24.6,25.36,3.36,27.05,23.69,399.2,20.08,91.75,11.33
1998,11-07-1998,25.39,23.56,24.48,25.55,5.23,28.64,23.41,396.1,19.71,89.88,8.97
1998,12-07-1998,25.26,22.35,23.8,25.73,6.68,29.43,22.74,401.4,18.25,84.69,5.36
1998,13-07-1998,25.2,22.8,24,25.51,7.3,29.32,22.02,417,18.74,87.06,3.19
1998,14-07-1998,25.18,22.51,23.84,25.51,6.06,28.73,22.66,409.4,18.37,85.81,2.17
1998,15-07-1998,25.03,22.76,23.89,25.28,5.36,28.32,22.96,410.3,18.62,87.62,4.1
1998,16-07-1998,24.5,22.56,23.53,24.59,4.39,26.98,22.59,409.5,18.43,89.25,1.73
1998,17-07-1998,25.38,23.18,24.28,25.64,5.57,28.68,23.12,410.8,19.17,88.12,4.16
1998,18-07-1998,24.96,23.17,24.07,25.06,3.85,27.23,23.37,405.5,19.1,90,7.1
1998,19-07-1998,25.01,23.26,24.13,25.14,5.18,27.92,22.74,416.6,19.17,90.31,13.66
1998,20-07-1998,24.69,22.78,23.73,24.8,4.77,27.47,22.7,418.3,18.68,89.44,2.04
1998,21-07-1998,25.72,22.91,24.31,25.97,7.71,29.87,22.17,399.1,18.8,85.5,0.53
1998,22-07-1998,26.07,23.4,24.74,26.21,6.04,29.2,23.16,411.5,19.41,85.88,21.51
1998,23-07-1998,26.57,23.76,25.17,26.72,6.91,30.38,23.48,412.4,19.84,85.38,8.23
1998,24-07-1998,26.12,23.9,25.01,26.19,6.08,29.55,23.47,432.2,20.02,88,2.84
1998,25-07-1998,25.7,23.33,24.51,25.73,5.75,28.99,23.24,433.3,19.35,87.12,0.68
1998,26-07-1998,26.58,23.15,24.87,26.93,7.21,30.04,22.83,436.2,19.17,82.31,6.41
1998,27-07-1998,27.17,23.76,25.47,27.55,7.36,30.99,23.63,437.6,19.9,82.44,1.07
1998,28-07-1998,26.73,23.79,25.26,26.76,6.3,30.26,23.97,441.3,19.9,84.69,1.37
1998,29-07-1998,26.14,23.82,24.98,26.08,6.49,29.64,23.14,440.7,19.96,87.56,4.29
1998,30-07-1998,26.23,23.38,24.8,26.7,7.69,30.46,22.77,429.8,19.47,85.25,2.75
1998,31-07-1998,25.77,23.26,24.51,26.1,6.4,29.57,23.17,432.1,19.23,86.62,2.37
1998,01-08-1998,26.36,23.56,24.96,26.77,8.28,31.08,22.81,435,19.59,85.5,2.27
1998,02-08-1998,25.98,23.52,24.75,26.44,7.16,29.98,22.83,432.8,19.53,87.06,3.62
1998,03-08-1998,25.87,23.47,24.67,26.13,5.82,29.05,23.22,428.9,19.47,87.12,6.89
1998,04-08-1998,25.94,23.78,24.86,26.12,6,29.44,23.44,420.3,19.9,88.38,6.99
1998,05-08-1998,25.66,23.17,24.41,25.93,6.35,29.71,23.36,424.1,19.17,86.94,8.46
1998,06-08-1998,25.26,23.3,24.28,25.37,5.05,27.96,22.91,422.8,19.35,89.31,7.53
1998,07-08-1998,26.71,24.24,25.48,27.15,6.21,30.43,24.22,435.8,20.51,87.06,6.68
1998,08-08-1998,25.57,23.16,24.37,25.91,5.02,28.49,23.48,428.5,19.17,87.12,1.17
1998,09-08-1998,25.22,22.77,23.99,25.61,5.7,27.96,22.26,431.9,18.74,86.94,1.55
1998,10-08-1998,26.04,24.28,25.15,26.09,5.47,29.19,23.73,435.2,20.57,90.44,12.88
1998,11-08-1998,26.18,24.11,25.14,26.47,6.41,29.86,23.44,433.3,20.32,88.94,10.42
1998,12-08-1998,25.96,23.97,24.96,26.1,5.73,29.65,23.92,426.4,20.14,89.25,19.96
1998,13-08-1998,25.2,23.89,24.55,25.25,4.44,27.9,23.46,418.8,20.08,92.56,29.42
1998,14-08-1998,25.01,23.04,24.02,25.3,6.28,28.37,22.09,423.6,19.04,89.19,16.56
1998,15-08-1998,25.71,23.58,24.65,25.99,6.23,29.48,23.24,434.6,19.59,88.62,9.22
1998,16-08-1998,25.69,23.35,24.52,26.03,6.45,29.38,22.93,429.8,19.29,87.69,4.72
1998,17-08-1998,25.51,23.37,24.44,25.8,6.14,29.26,23.12,429,19.35,88.56,1.66
1998,18-08-1998,25.04,23.62,24.33,25.15,4.23,27.45,23.22,426.4,19.65,92,15.88
1998,19-08-1998,25.93,23.37,24.65,25.92,5.41,28.76,23.36,428.2,19.35,86.31,10.22
1998,20-08-1998,25.18,23.23,24.2,24.99,4.16,27.33,23.17,431,19.17,89.06,2.48
1998,21-08-1998,25.26,23.25,24.26,24.97,5.41,27.99,22.58,433.8,19.23,88.81,4.16
1998,22-08-1998,25.83,23.5,24.67,26.15,7.9,29.97,22.07,429.4,19.53,87.69,1.18
